,Day,Time,Temperature,Wind Speed,Dew Point,Precipitation
1310,2019-06-06,1:53 AM,63,3,57,0.0
1311,2019-06-06,2:53 AM,61,0,56,0.0
1312,2019-06-06,3:53 AM,60,0,56,0.0
1313,2019-06-06,4:53 AM,60,5,56,0.0
1314,2019-06-06,5:53 AM,62,5,58,0.0
1315,2019-06-06,6:53 AM,66,3,58,0.0
1316,2019-06-06,7:53 AM,69,5,59,0.0
1317,2019-06-06,8:53 AM,73,0,59,0.0
1318,2019-06-06,9:53 AM,77,6,57,0.0
1319,2019-06-06,10:53 AM,79,0,55,0.0
1320,2019-06-06,11:53 AM,80,5,54,0.0
1321,2019-06-06,12:53 PM,82,0,52,0.0
1322,2019-06-06,1:53 PM,83,5,53,0.0
1323,2019-06-06,2:53 PM,84,6,52,0.0
1324,2019-06-06,3:53 PM,84,8,52,0.0
1325,2019-06-06,4:53 PM,85,6,49,0.0
1326,2019-06-06,5:53 PM,84,8,48,0.0
1327,2019-06-06,6:53 PM,82,5,50,0.0
1328,2019-06-06,7:53 PM,80,8,53,0.0
1329,2019-06-06,8:53 PM,78,8,52,0.0
1330,2019-06-06,9:53 PM,76,8,52,0.0
1331,2019-06-06,10:53 PM,75,9,52,0.0
1332,2019-06-07,11:53 PM,74,8,53,0.0
1333,2019-06-07,12:53 AM,73,6,54,0.0
1334,2019-06-07,1:53 AM,72,3,55,0.0
1335,2019-06-07,2:53 AM,70,5,56,0.0
1336,2019-06-07,3:53 AM,70,5,56,0.0
1337,2019-06-07,4:53 AM,69,7,56,0.0
1338,2019-06-07,5:53 AM,70,5,57,0.0
1339,2019-06-07,6:53 AM,74,8,59,0.0
1340,2019-06-07,7:53 AM,77,7,62,0.0
1341,2019-06-07,8:53 AM,81,13,63,0.0
1342,2019-06-07,9:53 AM,83,12,64,0.0
1343,2019-06-07,10:53 AM,86,9,61,0.0
1344,2019-06-07,11:53 AM,87,15,60,0.0
1345,2019-06-07,12:53 PM,88,15,58,0.0
1346,2019-06-07,1:53 PM,89,13,57,0.0
1347,2019-06-07,2:53 PM,90,14,56,0.0
1348,2019-06-07,3:53 PM,89,14,54,0.0
1349,2019-06-07,4:53 PM,89,14,54,0.0
1350,2019-06-07,5:53 PM,86,14,55,0.0
1351,2019-06-07,6:53 PM,84,9,53,0.0
1352,2019-06-07,7:53 PM,82,12,53,0.0
1353,2019-06-07,8:53 PM,79,12,54,0.0
1354,2019-06-07,9:53 PM,77,13,54,0.0
1355,2019-06-07,10:53 PM,76,13,55,0.0
1356,2019-06-08,11:53 PM,75,12,55,0.0
1357,2019-06-08,12:53 AM,72,10,56,0.0
1358,2019-06-08,1:53 AM,71,9,56,0.0
1359,2019-06-08,2:53 AM,70,12,56,0.0
1360,2019-06-08,3:53 AM,67,7,56,0.0
1361,2019-06-08,4:53 AM,68,10,55,0.0
1362,2019-06-08,5:53 AM,69,12,56,0.0
1363,2019-06-08,6:53 AM,72,6,56,0.0
1364,2019-06-08,7:53 AM,75,12,56,0.0
1365,2019-06-08,8:53 AM,78,13,56,0.0
1366,2019-06-08,9:53 AM,81,13,55,0.0
1367,2019-06-08,10:53 AM,83,14,52,0.0
1368,2019-06-08,11:53 AM,86,14,50,0.0
1369,2019-06-08,12:53 PM,87,15,53,0.0
1370,2019-06-08,1:53 PM,87,17,53,0.0
1371,2019-06-08,2:53 PM,87,18,52,0.0
1372,2019-06-08,3:53 PM,87,14,52,0.0
1373,2019-06-08,4:53 PM,86,13,51,0.0
1374,2019-06-08,5:53 PM,85,13,51,0.0
1375,2019-06-08,6:53 PM,83,12,49,0.0
1376,2019-06-08,7:53 PM,80,10,47,0.0
1377,2019-06-08,8:53 PM,78,10,48,0.0
1378,2019-06-08,9:53 PM,76,12,49,0.0
1379,2019-06-08,10:53 PM,73,9,50,0.0
1380,2019-06-09,11:53 PM,72,9,50,0.0
1381,2019-06-09,12:53 AM,69,8,51,0.0
1382,2019-06-09,1:53 AM,69,9,52,0.0
1383,2019-06-09,2:53 AM,71,10,55,0.0
1384,2019-06-09,3:53 AM,70,7,55,0.0
1385,2019-06-09,4:53 AM,69,7,56,0.0
1386,2019-06-09,5:53 AM,69,9,57,0.0
1387,2019-06-09,6:53 AM,71,13,60,0.0
1388,2019-06-09,7:53 AM,70,10,61,0.0
1389,2019-06-09,8:53 AM,67,16,59,0.0
1390,2019-06-09,9:27 AM,68,15,56,0.0
1391,2019-06-09,9:53 AM,67,15,56,0.0
1392,2019-06-09,10:53 AM,66,17,55,0.0
1393,2019-06-09,11:49 AM,64,21,54,0.0
1394,2019-06-09,11:53 AM,65,18,54,0.0
1395,2019-06-09,12:53 PM,63,16,53,0.0
1396,2019-06-09,1:25 PM,61,18,52,0.0
1397,2019-06-09,1:53 PM,61,14,52,0.0
1398,2019-06-09,2:53 PM,63,21,50,0.0
1399,2019-06-09,3:53 PM,63,13,50,0.0
1400,2019-06-09,4:53 PM,65,14,50,0.0
1401,2019-06-09,5:53 PM,67,12,46,0.0
1402,2019-06-09,6:53 PM,66,14,46,0.0
1403,2019-06-09,7:53 PM,64,6,46,0.0
1404,2019-06-09,8:53 PM,60,5,46,0.0
1405,2019-06-09,9:53 PM,59,3,47,0.0
1406,2019-06-09,10:53 PM,57,7,46,0.0
1407,2019-06-10,11:53 PM,57,5,45,0.0
1408,2019-06-10,12:53 AM,57,3,45,0.0
1409,2019-06-10,1:53 AM,55,5,44,0.0
1410,2019-06-10,2:53 AM,54,3,44,0.0
1411,2019-06-10,3:53 AM,53,5,45,0.0
1412,2019-06-10,4:53 AM,53,5,46,0.0
1413,2019-06-10,5:53 AM,56,0,48,0.0
1414,2019-06-10,6:53 AM,61,0,48,0.0
1415,2019-06-10,7:53 AM,65,5,48,0.0
1416,2019-06-10,8:53 AM,69,12,43,0.0
1417,2019-06-10,9:53 AM,71,13,42,0.0
1418,2019-06-10,10:53 AM,73,15,41,0.0
1419,2019-06-10,11:53 AM,75,13,38,0.0
1420,2019-06-10,12:53 PM,75,18,37,0.0
1421,2019-06-10,1:53 PM,77,15,37,0.0
1422,2019-06-10,2:53 PM,79,14,37,0.0
1423,2019-06-10,3:53 PM,79,15,34,0.0
1424,2019-06-10,4:53 PM,78,14,37,0.0
1425,2019-06-10,5:53 PM,75,9,39,0.0
1426,2019-06-10,6:53 PM,74,9,40,0.0
1427,2019-06-10,7:53 PM,71,5,40,0.0
1428,2019-06-10,8:53 PM,69,3,41,0.0
1429,2019-06-10,9:53 PM,68,7,41,0.0
1430,2019-06-10,10:53 PM,65,3,44,0.0
1431,2019-06-11,11:53 PM,64,0,44,0.0
1432,2019-06-11,12:53 AM,61,3,47,0.0
1433,2019-06-11,1:53 AM,61,0,46,0.0
1434,2019-06-11,2:53 AM,58,0,49,0.0
1435,2019-06-11,3:53 AM,60,3,46,0.0
1436,2019-06-11,4:53 AM,60,0,46,0.0
1437,2019-06-11,5:53 AM,61,7,46,0.0
1438,2019-06-11,6:53 AM,63,3,48,0.0
1439,2019-06-11,7:53 AM,65,0,49,0.0
1440,2019-06-11,8:53 AM,67,14,48,0.0
1441,2019-06-11,9:53 AM,61,12,52,0.0
1442,2019-06-11,10:53 AM,59,7,54,0.1
1443,2019-06-11,11:53 AM,59,6,54,0.0
1444,2019-06-11,12:53 PM,59,9,55,0.0
1445,2019-06-11,1:07 PM,59,10,55,0.0
1446,2019-06-11,1:53 PM,59,9,55,0.0
1447,2019-06-11,2:06 PM,59,9,55,0.0
1448,2019-06-11,2:53 PM,60,8,55,0.0
1449,2019-06-11,3:53 PM,62,6,56,0.0
1450,2019-06-11,4:53 PM,61,7,53,0.0
1451,2019-06-11,5:53 PM,61,7,54,0.0
1452,2019-06-11,6:53 PM,61,5,54,0.0
1453,2019-06-11,7:53 PM,62,7,54,0.0
1454,2019-06-11,8:53 PM,61,6,55,0.0
1455,2019-06-11,9:53 PM,61,5,55,0.0
1456,2019-06-11,10:12 PM,61,10,53,0.0
1457,2019-06-11,10:36 PM,59,8,49,0.0
1458,2019-06-11,10:53 PM,59,6,49,0.0
1459,2019-06-12,11:53 PM,59,0,49,0.0
1460,2019-06-12,12:07 AM,57,3,51,0.0
1461,2019-06-12,12:53 AM,57,0,52,0.0
1462,2019-06-12,1:53 AM,57,7,53,0.0
1463,2019-06-12,2:53 AM,56,10,52,0.0
1464,2019-06-12,3:53 AM,56,9,51,0.0
1465,2019-06-12,4:53 AM,56,6,51,0.0
1466,2019-06-12,5:53 AM,56,8,52,0.0
1467,2019-06-12,6:38 AM,57,13,52,0.0
1468,2019-06-12,6:53 AM,57,13,51,0.0
1469,2019-06-12,7:14 AM,57,10,51,0.0
1470,2019-06-12,7:53 AM,59,14,50,0.0
1471,2019-06-12,8:53 AM,62,12,48,0.0
1472,2019-06-12,9:53 AM,66,13,48,0.0
1473,2019-06-12,10:53 AM,68,12,46,0.0
1474,2019-06-12,11:53 AM,69,15,45,0.0
1475,2019-06-12,12:53 PM,71,15,42,0.0
1476,2019-06-12,1:53 PM,70,17,39,0.0
1477,2019-06-12,2:53 PM,68,21,39,0.0
1478,2019-06-12,3:53 PM,70,18,39,0.0
1479,2019-06-12,4:53 PM,69,20,38,0.0
1480,2019-06-12,5:53 PM,66,20,37,0.0
1481,2019-06-12,6:53 PM,64,20,36,0.0
1482,2019-06-12,7:53 PM,62,12,34,0.0
1483,2019-06-12,8:53 PM,60,10,35,0.0
1484,2019-06-12,9:53 PM,58,7,36,0.0
1485,2019-06-12,10:53 PM,57,9,36,0.0
1486,2019-06-13,11:53 PM,54,6,36,0.0
1487,2019-06-13,12:53 AM,54,7,36,0.0
1488,2019-06-13,1:53 AM,51,3,38,0.0
1489,2019-06-13,2:53 AM,50,6,38,0.0
1490,2019-06-13,3:53 AM,49,5,38,0.0
1491,2019-06-13,4:53 AM,48,0,39,0.0
1492,2019-06-13,5:53 AM,51,0,41,0.0
1493,2019-06-13,6:53 AM,56,0,40,0.0
1494,2019-06-13,7:53 AM,61,3,36,0.0
1495,2019-06-13,8:53 AM,63,7,29,0.0
1496,2019-06-13,9:53 AM,64,5,29,0.0
1497,2019-06-13,10:53 AM,68,7,32,0.0
1498,2019-06-13,11:53 AM,69,12,31,0.0
1499,2019-06-13,12:53 PM,68,7,31,0.0
1500,2019-06-13,1:53 PM,70,6,31,0.0
1501,2019-06-13,2:53 PM,70,6,30,0.0
1502,2019-06-13,3:53 PM,72,5,32,0.0
1503,2019-06-13,4:53 PM,71,8,35,0.0
1504,2019-06-13,5:53 PM,72,10,34,0.0
1505,2019-06-13,6:53 PM,72,12,32,0.0
1506,2019-06-13,7:53 PM,68,8,37,0.0
1507,2019-06-13,8:53 PM,67,8,37,0.0
1508,2019-06-13,9:53 PM,65,8,37,0.0
1509,2019-06-13,10:53 PM,65,9,37,0.0
1510,2019-06-14,11:53 PM,66,13,37,0.0
1511,2019-06-14,12:53 AM,66,16,38,0.0
1512,2019-06-14,1:53 AM,64,9,39,0.0
1513,2019-06-14,2:53 AM,67,12,42,0.0
1514,2019-06-14,3:53 AM,66,12,44,0.0
1515,2019-06-14,4:53 AM,65,9,46,0.0
1516,2019-06-14,5:53 AM,66,5,48,0.0
1517,2019-06-14,6:53 AM,67,0,49,0.0
1518,2019-06-14,7:53 AM,72,9,50,0.0
1519,2019-06-14,8:53 AM,76,15,51,0.0
1520,2019-06-14,9:53 AM,78,18,52,0.0
1521,2019-06-14,10:53 AM,80,17,53,0.0
1522,2019-06-14,11:53 AM,80,14,54,0.0
1523,2019-06-14,12:53 PM,81,17,55,0.0
1524,2019-06-14,1:53 PM,83,14,57,0.0
1525,2019-06-14,2:53 PM,84,14,56,0.0
1526,2019-06-14,3:53 PM,85,17,57,0.0
1527,2019-06-14,4:53 PM,78,5,62,0.0
1528,2019-06-14,5:28 PM,82,16,61,0.0
1529,2019-06-14,5:43 PM,80,14,60,0.0
1530,2019-06-14,5:53 PM,79,10,61,0.0
1531,2019-06-14,6:02 PM,79,10,61,0.0
1532,2019-06-14,6:17 PM,78,8,61,0.0
1533,2019-06-14,6:53 PM,77,5,63,0.0
1534,2019-06-14,7:53 PM,77,3,62,0.0
1535,2019-06-14,8:53 PM,75,3,61,0.0
1536,2019-06-14,9:53 PM,75,0,60,0.0
1537,2019-06-14,10:41 PM,74,6,60,0.0
1538,2019-06-14,10:53 PM,74,6,61,0.0
1539,2019-06-15,11:03 PM,72,7,63,0.0
1540,2019-06-15,11:31 PM,71,6,64,0.0
1541,2019-06-15,11:53 PM,71,6,63,0.0
1542,2019-06-15,12:53 AM,70,5,62,0.0
1543,2019-06-15,1:53 AM,69,0,62,0.0
1544,2019-06-15,2:53 AM,68,6,61,0.0
1545,2019-06-15,3:53 AM,68,0,62,0.0
1546,2019-06-15,4:53 AM,67,0,63,0.0
1547,2019-06-15,5:39 AM,65,14,62,0.0
1548,2019-06-15,5:49 AM,64,12,63,0.0
1549,2019-06-15,5:53 AM,65,14,62,0.0
1550,2019-06-15,6:02 AM,65,12,62,0.0
1551,2019-06-15,6:10 AM,65,15,62,0.0
1552,2019-06-15,6:53 AM,64,13,61,0.0
1553,2019-06-15,7:53 AM,65,13,62,0.0
1554,2019-06-15,8:13 AM,65,12,61,0.0
1555,2019-06-15,8:53 AM,65,13,61,0.0
1556,2019-06-15,9:53 AM,68,14,60,0.0
1557,2019-06-15,10:04 AM,68,12,60,0.0
1558,2019-06-15,10:53 AM,69,13,60,0.0
1559,2019-06-15,11:53 AM,70,14,59,0.0
1560,2019-06-15,12:53 PM,72,15,60,0.0
1561,2019-06-15,1:53 PM,74,17,59,0.0
1562,2019-06-15,2:22 PM,74,14,59,0.0
1563,2019-06-15,2:53 PM,73,17,58,0.0
1564,2019-06-15,3:53 PM,73,13,58,0.0
1565,2019-06-15,4:53 PM,71,14,58,0.0
1566,2019-06-15,5:53 PM,70,10,57,0.0
1567,2019-06-15,6:53 PM,70,14,58,0.0
1568,2019-06-15,7:53 PM,69,10,58,0.0
1569,2019-06-15,8:53 PM,68,14,58,0.0
1570,2019-06-15,9:53 PM,66,7,57,0.0
1571,2019-06-15,10:00 PM,66,8,57,0.0
1572,2019-06-15,10:53 PM,65,9,57,0.0
1573,2019-06-16,11:53 PM,63,10,58,0.0
1574,2019-06-16,12:32 AM,63,9,58,0.0
1575,2019-06-16,12:53 AM,62,9,58,0.0
1576,2019-06-16,1:31 AM,61,8,59,0.0
1577,2019-06-16,1:38 AM,61,9,58,0.0
1578,2019-06-16,1:53 AM,60,10,58,0.0
1579,2019-06-16,2:07 AM,60,9,58,0.0
1580,2019-06-16,2:53 AM,60,9,57,0.0
1581,2019-06-16,3:00 AM,59,12,57,0.0
1582,2019-06-16,3:33 AM,59,9,56,0.0
1583,2019-06-16,3:53 AM,59,7,56,0.0
1584,2019-06-16,4:16 AM,59,7,55,0.0
1585,2019-06-16,4:53 AM,59,10,50,0.0
1586,2019-06-16,5:53 AM,59,12,46,0.0
1587,2019-06-16,6:53 AM,59,12,46,0.0
1588,2019-06-16,7:30 AM,60,14,48,0.0
1589,2019-06-16,7:53 AM,60,18,48,0.0
1590,2019-06-16,8:53 AM,61,12,49,0.0
1591,2019-06-16,9:20 AM,61,9,50,0.0
1592,2019-06-16,9:27 AM,62,8,50,0.0
1593,2019-06-16,9:37 AM,63,7,50,0.0
1594,2019-06-16,9:53 AM,63,9,50,0.0
1595,2019-06-16,10:53 AM,67,8,52,0.0
1596,2019-06-16,11:53 AM,68,5,53,0.0
1597,2019-06-16,12:53 PM,71,9,54,0.0
1598,2019-06-16,1:53 PM,71,3,54,0.0
1599,2019-06-16,2:53 PM,74,6,55,0.0
1600,2019-06-16,3:53 PM,72,9,55,0.0
1601,2019-06-16,4:53 PM,72,8,55,0.0
1602,2019-06-16,5:53 PM,72,14,56,0.0
1603,2019-06-16,6:53 PM,69,14,56,0.0
1604,2019-06-16,7:53 PM,66,12,56,0.0
1605,2019-06-16,8:53 PM,64,7,56,0.0
1606,2019-06-16,9:53 PM,63,9,55,0.0
1607,2019-06-16,10:53 PM,62,7,55,0.0
1608,2019-06-17,11:53 PM,60,8,56,0.0
1609,2019-06-17,12:53 AM,60,0,56,0.0
1610,2019-06-17,1:00 AM,60,5,55,0.0
1611,2019-06-17,1:53 AM,59,7,55,0.0
1612,2019-06-17,2:01 AM,59,7,55,0.0
1613,2019-06-17,2:53 AM,58,6,55,0.0
1614,2019-06-17,3:53 AM,58,7,55,0.0
1615,2019-06-17,4:53 AM,58,8,55,0.0
1616,2019-06-17,5:31 AM,60,6,56,0.0
1617,2019-06-17,5:53 AM,61,7,57,0.0
1618,2019-06-17,6:53 AM,62,6,57,0.0
1619,2019-06-17,7:25 AM,62,6,57,0.0
1620,2019-06-17,7:53 AM,63,6,58,0.0
1621,2019-06-17,8:53 AM,64,6,58,0.0
1622,2019-06-17,9:53 AM,66,5,59,0.0
1623,2019-06-17,10:44 AM,68,0,59,0.0
1624,2019-06-17,10:53 AM,69,3,59,0.0
1625,2019-06-17,11:15 AM,70,3,59,0.0
1626,2019-06-17,11:53 AM,71,6,59,0.0
1627,2019-06-17,12:53 PM,73,3,59,0.0
1628,2019-06-17,1:53 PM,74,10,55,0.0
1629,2019-06-17,2:53 PM,74,9,50,0.0
1630,2019-06-17,3:53 PM,73,8,52,0.0
1631,2019-06-17,4:53 PM,73,9,51,0.0
1632,2019-06-17,5:53 PM,74,3,51,0.0
1633,2019-06-17,6:53 PM,70,5,53,0.0
1634,2019-06-17,7:53 PM,70,6,53,0.0
1635,2019-06-17,8:53 PM,69,8,53,0.0
1636,2019-06-17,9:53 PM,65,9,53,0.0
1637,2019-06-17,10:53 PM,64,5,52,0.0
1638,2019-06-18,11:53 PM,62,5,52,0.0
1639,2019-06-18,12:53 AM,60,3,53,0.0
1640,2019-06-18,1:53 AM,60,3,54,0.0
1641,2019-06-18,2:53 AM,57,5,53,0.0
1642,2019-06-18,3:53 AM,57,5,52,0.0
1643,2019-06-18,4:53 AM,57,0,53,0.0
1644,2019-06-18,5:53 AM,60,0,53,0.0
1645,2019-06-18,6:53 AM,64,3,53,0.0
1646,2019-06-18,7:53 AM,67,6,52,0.0
1647,2019-06-18,8:53 AM,69,7,52,0.0
1648,2019-06-18,9:53 AM,72,8,52,0.0
1649,2019-06-18,10:53 AM,73,7,51,0.0
1650,2019-06-18,11:53 AM,74,9,50,0.0
1651,2019-06-18,12:53 PM,72,9,50,0.0
1652,2019-06-18,1:53 PM,72,7,49,0.0
1653,2019-06-18,2:53 PM,74,8,49,0.0
1654,2019-06-18,3:53 PM,74,7,49,0.0
1655,2019-06-18,4:53 PM,75,5,50,0.0
1656,2019-06-18,5:53 PM,73,5,49,0.0
1657,2019-06-18,6:53 PM,72,6,50,0.0
1658,2019-06-18,7:53 PM,70,6,50,0.0
1659,2019-06-18,8:53 PM,69,0,51,0.0
1660,2019-06-18,9:53 PM,66,3,54,0.0
1661,2019-06-18,10:53 PM,64,0,53,0.0
1662,2019-06-19,11:53 PM,62,0,56,0.0
1663,2019-06-19,12:53 AM,62,0,54,0.0
1664,2019-06-19,1:53 AM,59,3,54,0.0
1665,2019-06-19,2:53 AM,59,0,54,0.0
1666,2019-06-19,3:53 AM,58,0,55,0.0
1667,2019-06-19,4:53 AM,58,3,53,0.0
1668,2019-06-19,5:53 AM,62,3,55,0.0
1669,2019-06-19,6:53 AM,65,5,55,0.0
1670,2019-06-19,7:53 AM,69,5,55,0.0
1671,2019-06-19,8:53 AM,72,5,53,0.0
1672,2019-06-19,9:53 AM,73,9,52,0.0
1673,2019-06-19,10:53 AM,76,9,52,0.0
1674,2019-06-19,11:53 AM,76,10,52,0.0
1675,2019-06-19,12:53 PM,77,13,52,0.0
1676,2019-06-19,1:53 PM,76,10,51,0.0
1677,2019-06-19,2:53 PM,78,9,50,0.0
1678,2019-06-19,3:53 PM,76,7,50,0.0
1679,2019-06-19,4:53 PM,76,8,50,0.0
1680,2019-06-19,5:53 PM,75,9,51,0.0
1681,2019-06-19,6:53 PM,75,10,51,0.0
1682,2019-06-19,7:53 PM,74,8,51,0.0
1683,2019-06-19,8:53 PM,72,7,51,0.0
1684,2019-06-19,9:53 PM,71,5,51,0.0
1685,2019-06-19,10:53 PM,69,5,51,0.0
1686,2019-06-20,11:53 PM,68,3,51,0.0
1687,2019-06-20,12:53 AM,68,9,51,0.0
1688,2019-06-20,1:53 AM,66,6,50,0.0
1689,2019-06-20,2:53 AM,66,6,50,0.0
1690,2019-06-20,3:53 AM,65,5,50,0.0
1691,2019-06-20,4:53 AM,64,7,51,0.0
1692,2019-06-20,5:53 AM,65,10,52,0.0
1693,2019-06-20,6:53 AM,66,9,54,0.0
1694,2019-06-20,7:53 AM,68,12,56,0.0
1695,2019-06-20,8:53 AM,69,16,55,0.0
1696,2019-06-20,9:53 AM,73,14,55,0.0
1697,2019-06-20,10:53 AM,73,12,55,0.0
1698,2019-06-20,11:53 AM,77,13,54,0.0
1699,2019-06-20,12:53 PM,69,20,57,0.0
1700,2019-06-20,1:53 PM,68,10,58,0.0
1701,2019-06-20,2:53 PM,65,8,60,0.1
1702,2019-06-20,3:22 PM,64,8,60,0.1
1703,2019-06-20,3:53 PM,63,8,59,0.1
1704,2019-06-20,4:53 PM,64,6,59,0.1
1705,2019-06-20,5:53 PM,64,8,59,0.0
1706,2019-06-20,6:53 PM,65,7,59,0.0
1707,2019-06-20,7:53 PM,64,10,59,0.1
1708,2019-06-20,8:53 PM,63,8,59,0.0
1709,2019-06-20,9:53 PM,63,8,59,0.0
1710,2019-06-20,10:53 PM,63,8,59,0.0
1711,2019-06-21,11:53 PM,63,8,59,0.0
1712,2019-06-21,12:53 AM,63,8,58,0.0
1713,2019-06-21,1:53 AM,63,9,58,0.0
1714,2019-06-21,2:53 AM,63,13,58,0.0
1715,2019-06-21,3:53 AM,63,10,57,0.0
1716,2019-06-21,4:53 AM,63,13,57,0.0
1717,2019-06-21,5:53 AM,64,13,56,0.0
1718,2019-06-21,6:53 AM,65,12,55,0.0
1719,2019-06-21,7:53 AM,66,13,56,0.0
1720,2019-06-21,8:53 AM,68,14,56,0.0
1721,2019-06-21,9:53 AM,71,15,57,0.0
1722,2019-06-21,10:53 AM,74,13,58,0.0
1723,2019-06-21,11:53 AM,74,16,56,0.0
1724,2019-06-21,12:53 PM,76,18,56,0.0
1725,2019-06-21,1:53 PM,75,21,56,0.0
1726,2019-06-21,2:53 PM,74,17,57,0.0
1727,2019-06-21,3:53 PM,74,16,57,0.0
1728,2019-06-21,4:53 PM,75,20,58,0.0
1729,2019-06-21,5:53 PM,73,17,57,0.0
1730,2019-06-21,6:53 PM,72,12,55,0.0
1731,2019-06-21,7:53 PM,71,8,56,0.0
1732,2019-06-21,8:53 PM,70,10,55,0.0
1733,2019-06-21,9:53 PM,68,9,55,0.0
1734,2019-06-21,10:53 PM,67,8,55,0.0
1735,2019-06-22,11:53 PM,65,7,55,0.0
1736,2019-06-22,12:53 AM,64,9,54,0.0
1737,2019-06-22,1:53 AM,63,6,53,0.0
1738,2019-06-22,2:53 AM,62,3,52,0.0
1739,2019-06-22,3:53 AM,63,8,51,0.0
1740,2019-06-22,4:53 AM,64,10,49,0.0
1741,2019-06-22,5:53 AM,65,10,48,0.0
1742,2019-06-22,6:53 AM,66,14,47,0.0
1743,2019-06-22,7:53 AM,68,16,46,0.0
1744,2019-06-22,8:53 AM,70,13,47,0.0
1745,2019-06-22,9:53 AM,72,14,49,0.0
1746,2019-06-22,10:53 AM,73,10,50,0.0
1747,2019-06-22,11:53 AM,76,13,51,0.0
1748,2019-06-22,12:53 PM,76,15,52,0.0
1749,2019-06-22,1:53 PM,76,17,54,0.0
1750,2019-06-22,2:53 PM,77,13,55,0.0
1751,2019-06-22,3:53 PM,75,12,56,0.0
1752,2019-06-22,4:53 PM,74,8,59,0.0
1753,2019-06-22,5:53 PM,74,6,57,0.0
1754,2019-06-22,6:53 PM,74,7,58,0.0
1755,2019-06-22,7:53 PM,74,6,58,0.0
1756,2019-06-22,8:53 PM,73,8,59,0.0
1757,2019-06-22,9:53 PM,73,8,59,0.0
1758,2019-06-22,10:53 PM,73,8,59,0.0
1759,2019-06-23,11:53 PM,72,9,59,0.0
1760,2019-06-23,12:53 AM,71,10,60,0.0
1761,2019-06-23,1:43 AM,69,9,61,0.0
1762,2019-06-23,1:51 AM,70,8,61,0.0
1763,2019-06-23,1:53 AM,69,9,61,0.0
1764,2019-06-23,2:53 AM,69,8,61,0.0
1765,2019-06-23,3:39 AM,69,7,62,0.0
1766,2019-06-23,3:53 AM,69,9,62,0.0
1767,2019-06-23,4:53 AM,69,5,62,0.0
1768,2019-06-23,5:28 AM,68,8,63,0.0
1769,2019-06-23,5:53 AM,68,7,63,0.0
1770,2019-06-23,6:53 AM,69,5,63,0.0
1771,2019-06-23,7:14 AM,69,5,63,0.0
1772,2019-06-23,7:51 AM,70,6,63,0.0
1773,2019-06-23,7:53 AM,69,6,63,0.0
1774,2019-06-23,8:08 AM,69,5,63,0.0
1775,2019-06-23,8:53 AM,68,6,65,0.0
1776,2019-06-23,9:04 AM,69,5,65,0.0
1777,2019-06-23,9:50 AM,70,5,64,0.0
1778,2019-06-23,9:53 AM,70,5,65,0.0
1779,2019-06-23,10:00 AM,70,6,65,0.0
1780,2019-06-23,10:53 AM,70,5,65,0.0
1781,2019-06-23,11:53 AM,74,3,66,0.0
1782,2019-06-23,12:20 PM,75,0,65,0.0
1783,2019-06-23,12:53 PM,75,3,65,0.0
1784,2019-06-23,1:49 PM,75,6,64,0.0
1785,2019-06-23,1:53 PM,75,3,65,0.0
1786,2019-06-23,2:53 PM,73,0,65,0.0
1787,2019-06-23,3:13 PM,72,7,67,0.0
1788,2019-06-23,3:23 PM,70,10,67,0.0
1789,2019-06-23,3:31 PM,69,7,67,0.1
1790,2019-06-23,3:53 PM,68,7,66,0.1
1791,2019-06-23,4:53 PM,68,6,65,0.1
1792,2019-06-23,5:53 PM,70,6,66,0.0
1793,2019-06-23,6:05 PM,70,6,67,0.0
1794,2019-06-23,6:39 PM,69,6,66,0.0
1795,2019-06-23,6:53 PM,68,6,64,0.0
1796,2019-06-23,7:13 PM,68,5,64,0.0
1797,2019-06-23,7:53 PM,68,0,64,0.0
1798,2019-06-23,8:41 PM,67,10,65,0.0
1799,2019-06-23,8:53 PM,67,10,65,0.0
1800,2019-06-23,9:05 PM,66,7,65,0.1
1801,2019-06-23,9:35 PM,66,7,65,0.1
1802,2019-06-23,9:43 PM,66,6,64,0.1
1803,2019-06-23,9:53 PM,66,6,64,0.1
1804,2019-06-23,10:20 PM,65,7,63,0.0
1805,2019-06-23,10:33 PM,65,6,63,0.0
1806,2019-06-23,10:53 PM,65,3,63,0.0
1807,2019-06-24,11:53 PM,64,6,62,0.0
1808,2019-06-24,12:07 AM,64,5,62,0.0
1809,2019-06-24,12:30 AM,64,8,62,0.0
1810,2019-06-24,12:53 AM,63,12,61,0.1
1811,2019-06-24,1:10 AM,63,10,61,0.1
1812,2019-06-24,1:22 AM,63,9,61,0.1
1813,2019-06-24,1:34 AM,63,10,61,0.1
1814,2019-06-24,1:53 AM,63,9,61,0.2
1815,2019-06-24,2:33 AM,63,10,60,0.0
1816,2019-06-24,2:44 AM,63,8,60,0.0
1817,2019-06-24,2:53 AM,63,7,60,0.0
1818,2019-06-24,3:53 AM,63,9,60,0.0
1819,2019-06-24,4:53 AM,62,10,59,0.0
1820,2019-06-24,5:53 AM,63,10,59,0.0
1821,2019-06-24,6:10 AM,64,12,59,0.0
1822,2019-06-24,6:53 AM,64,14,58,0.0
1823,2019-06-24,7:53 AM,66,14,59,0.0
1824,2019-06-24,7:58 AM,66,13,59,0.0
1825,2019-06-24,8:53 AM,64,13,56,0.0
1826,2019-06-24,9:06 AM,63,15,56,0.0
